family,genus,searched.name,count,score
Boraginaceae,Pardoglossum,Cynoglossum.cheirifolium,2653,0.444937773
Leguminosae,Lotus,Lotus.tenuis,2677,0.374063525
Rubiaceae,Galium,Galium.uliginosum,2685,0.286747509
Plantaginaceae,Plantago,Plantago.holosteum,2685,0.370406575
Asteraceae,Crepis,Crepis.conyzifolia,2711,0.276313595
Compositae,Crepis,Crepis.conyzifolia,2711,0.276313595
Papaveraceae,Papaver,Papaver.apulum,2721,0.265585795
Fabaceae,Trifolium,Trifolium.cherleri,2721,0.410544388
Leguminosae,Trifolium,Trifolium.cherleri,2721,0.410544388
Papilionaceae,Trifolium,Trifolium.cherleri,2721,0.410544388
Lamiaceae,Thymus,Thymus.dolomiticus,2723,0.270862528
Apiaceae,Oenanthe,Oenanthe.fistulosa,2785,0.361915295
Lamiaceae,Stachys,Stachys.heraclea,2819,0.299237244
Asteraceae,Launaea,Launaea.nudicaulis,2836,0.301320797
Compositae,Launaea,Launaea.nudicaulis,2836,0.301320797
Poaceae,Koeleria,Koeleria.vallesiana,2859,0.205100141
Lamiaceae,Micromeria,Micromeria.juliana,2863,0.28316898
Violaceae,Viola,Viola.collina,2882,0.247906389
Poaceae,Koeleria,Koeleria.vallesiana,2888,0.227086173
Caprifoliaceae,Valerianella,Valerianella.discoidea,2909,0.328922979
Poaceae,Aegilops,Aegilops.cylindrica,2927,0.162006607
Polygalaceae,Polygala,Polygala.monspeliaca,2936,0.276353584
Brassicaceae,Erucaria,Erucaria.hispanica,2937,0.355238075
Malvaceae,Althaea,Althaea.hirsuta,2939,0.192378282
Malvaceae,Malva,Althaea.hirsuta,2939,0.192378282
Malvaceae,Malva,Althaea.hirsuta,2939,0.192378282
Poaceae,Vulpia,Vulpia.ligustica,2949,0.265699314
Poaceae,Celtica,Celtica.gigantea,2968,0.282881219
Fabaceae,Trifolium,Trifolium.scabrum,2977,0.366894491
Leguminosae,Trifolium,Trifolium.scabrum,2977,0.366894491
Papilionaceae,Trifolium,Trifolium.scabrum,2977,0.366894491
Cistaceae,Helianthemum,Helianthemum.salicifolium,3021,0.323443095
Poaceae,Phleum,Phleum.phleoides,3042,0.238825234
Asteraceae,Centaurea,Centaurea.ornata,3052,0.475229833
Compositae,Centaurea,Centaurea.ornata,3052,0.475229833
Cyperaceae,Carex,Carex.vulpina,3060,0.2450364
Juncaceae,Juncus,Juncus.alpinoarticulatus,3069,0.256531156
Juncaceae,Juncus,Juncus.squarrosus,3085,0.244389985
Orchidaceae,Orchis,Orchis.provincialis,3131,0.615914302
Apiaceae,Oenanthe,Oenanthe.silaifolia,3134,0.29159469
Apiaceae,Torilis,Torilis.africana,3152,0.255359477
Poaceae,Achnatherum,Achnatherum.bromoides,3160,0.123166189
Poaceae,Achnatherum,Achnatherum.bromoides,3160,0.123166189
Plantaginaceae,Plantago,Plantago.arenaria,3164,0.417009383
Plantaginaceae,Plantago,Plantago.arenaria,3164,0.417009383
Caryophyllaceae,Illecebrum,Illecebrum.verticillatum,3176,0.385848078
Lamiaceae,Scutellaria,Scutellaria.minor,3189,0.300098315
Poaceae,Koeleria,Koeleria.pyramidata,3193,0.376679347
Poaceae,Anisantha,Bromus.tectorum,3200,0.191896125
Poaceae,Anisantha,Bromus.tectorum,3200,0.191896125
Poaceae,Bromus,Bromus.tectorum,3200,0.191896125
Poaceae,Bromus,Bromus.tectorum,3200,0.191896125
Poaceae,Bromus,Bromus.tectorum,3200,0.191896125
Convolvulaceae,Convolvulus,Convolvulus.elegantissimus,3231,0.510780721
Apiaceae,Eryngium,Eryngium.creticum,3253,0.486245808
Rosaceae,Prunus,Prunus.webbii,3277,0.268723668
Apiaceae,Bupleurum,Bupleurum.baldense,3278,0.28616747
Lamiaceae,Lycopus,Lycopus.exaltatus,3280,0.327665808
Poaceae,Poa,Poa.palustris,3291,0.110756191
Scrophulariaceae,Verbascum,Verbascum.undulatum,3295,0.325501756
Boraginaceae,Alkanna,Alkanna.tinctoria,3297,0.334216188
Asteraceae,Achillea,Achillea.pannonica,3307,0.280900874
Brassicaceae,Biscutella,Biscutella.didyma,3312,0.275245608
Hypericaceae,Hypericum,Hypericum.empetrifolium,3313,0.471647012
Fabaceae,Hedysarum,Hedysarum.spinosissimum,3319,0.293011838
Leguminosae,Hedysarum,Hedysarum.spinosissimum,3319,0.293011838
Papilionaceae,Hedysarum,Hedysarum.spinosissimum,3319,0.293011838
Rosaceae,Prunus,Prunus.avium,3338,0.235500585
Primulaceae,Anagallis,Anagallis.monelli,3344,0.133955017
Primulaceae,Lysimachia,Anagallis.monelli,3344,0.133955017
Primulaceae,Lysimachia,Anagallis.monelli,3344,0.133955017
Polygalaceae,Polygala,Polygala.serpyllifolia,3346,0.373359322
Poaceae,Anisantha,Bromus.rubens,3356,0.193059944
Poaceae,Anisantha,Bromus.rubens,3356,0.193059944
Poaceae,Bromus,Bromus.rubens,3356,0.193059944
Cyperaceae,Carex,Carex.echinata,3371,0.373634133
Poaceae,Agrostis,Agrostis.canina,3422,0.098115273
Orobanchaceae,Bartsia,Bellardia.trixago,3422,0.591601531
Orobanchaceae,Bartsia,Bellardia.trixago,3422,0.591601531
Orobanchaceae,Bellardia,Bellardia.trixago,3422,0.591601531
Scrophulariaceae,Bellardia,Bellardia.trixago,3422,0.591601531
Fabaceae,Ononis,Ononis.viscosa,3428,0.29495844
Leguminosae,Ononis,Ononis.viscosa,3428,0.29495844
Papilionaceae,Ononis,Ononis.viscosa,3428,0.29495844
Apiaceae,Libanotis,Seseli.libanotis,3441,0.243476502
Apiaceae,Libanotis,Seseli.libanotis,3441,0.243476502
Apiaceae,Seseli,Seseli.libanotis,3441,0.243476502
Fabaceae,Medicago,Medicago.murex,3441,0.264875952
Leguminosae,Medicago,Medicago.murex,3441,0.264875952
Papilionaceae,Medicago,Medicago.murex,3441,0.264875952
Violaceae,Viola,Viola.kitaibeliana,3442,0.397873241
Orobanchaceae,Euphrasia,Euphrasia.stricta,3448,0.198190843
Crassulaceae,Sedum,Sedum.amplexicaule,3453,0.313658097
Cyperaceae,Carex,Carex.montana,3458,0.254907601
Ranunculaceae,Thalictrum,Thalictrum.lucidum,3472,0.387438715
Ranunculaceae,Thalictrum,Thalictrum.lucidum,3472,0.387438715
Oleaceae,Ligustrum,Ligustrum.lucidum,3480,0.251153334
Convolvulaceae,Convolvulus,Convolvulus.betonicifolius,3482,0.087867902
Linaceae,Linum,Linum.trigynum,3486,0.296907394
Fabaceae,Lathyrus,Lathyrus.palustris,3503,0.287984755
Leguminosae,Lathyrus,Lathyrus.palustris,3503,0.287984755
Cyperaceae,Carex,Carex.disticha,3511,0.27997878
Cistaceae,Helianthemum,Helianthemum.marifolium,3512,0.379394835
Apiaceae,Bupleurum,Bupleurum.fruticescens,3523,0.343189024
Asteraceae,Taraxacum,Taraxacum.obovatum,3531,0.261778959
Rubiaceae,Galium,Galium.divaricatum,3540,0.187629432
Asteraceae,Atractylis,Atractylis.cancellata,3571,0.309336318
Compositae,Atractylis,Atractylis.cancellata,3571,0.309336318
Brassicaceae,Clypeola,Clypeola.jonthlaspi,3573,0.220145391
Asteraceae,Jurinea,Jurinea.mollis,3612,0.36743889
Compositae,Jurinea,Jurinea.mollis,3612,0.36743889
Amaranthaceae,Amaranthus,Amaranthus.blitoides,3614,0.372497324
Cyperaceae,Carex,Carex.pilulifera,3619,0.255843237
Cistaceae,Helianthemum,Helianthemum.marifolium,3621,0.33514514
Ericaceae,Moneses,Moneses.uniflora,3642,0.574941601
Asteraceae,Chamaemelum,Chamaemelum.fuscatum,3667,0.301118229
Compositae,Chamaemelum,Chamaemelum.fuscatum,3667,0.301118229
Campanulaceae,Phyteuma,Phyteuma.scorzonerifolium,3672,0.356685841
Fabaceae,Astragalus,Astragalus.incanus,3679,0.512092628
Leguminosae,Astragalus,Astragalus.incanus,3679,0.512092628
Papaveraceae,Glaucium,Glaucium.corniculatum,3680,0.56016472
Papaveraceae,Glaucium,Glaucium.corniculatum,3680,0.56016472
Caryophyllaceae,Cerastium,Cerastium.brachypetalum,3692,0.255382945
Asteraceae,Glebionis,Glebionis.coronaria,3713,0.490040793
Asteraceae,Glebionis,Glebionis.coronaria,3713,0.490040793
Poaceae,Bromopsis,Bromus.erectus,3715,0.204396571
Poaceae,Bromopsis,Bromus.erectus,3715,0.204396571
Poaceae,Bromus,Bromus.erectus,3715,0.204396571
Poaceae,Dasypyrum,Dasypyrum.villosum,3717,0.429177659
Fabaceae,Trifolium,Trifolium.patens,3743,0.317650605
Leguminosae,Trifolium,Trifolium.patens,3743,0.317650605
Fabaceae,Genista,Genista.triacanthos,3747,0.335348679
Leguminosae,Genista,Genista.triacanthos,3747,0.335348679
Asteraceae,Xeranthemum,Xeranthemum.inapertum,3767,0.261342027
Compositae,Xeranthemum,Xeranthemum.inapertum,3767,0.261342027
Caryophyllaceae,Minuartia,Minuartia.recurva,3781,0.458420818
Asteraceae,Taraxacum,Taraxacum.obovatum,3794,0.237080272
Compositae,Taraxacum,Taraxacum.obovatum,3794,0.237080272
Cyperaceae,Carex,Carex.vesicaria,3795,0.418404534
Poaceae,Avenula,Avenula.pubescens,3797,0.386303539
Cyperaceae,Carex,Carex.flava,3798,0.442037097
Poaceae,Bromus,Bromus.squarrosus,3814,0.311065219
Fabaceae,Ononis,Ononis.pusilla,3824,0.35501154
Leguminosae,Ononis,Ononis.pusilla,3824,0.35501154
Papilionaceae,Ononis,Ononis.pusilla,3824,0.35501154
Polygonaceae,Polygonum,Polygonum.equisetiforme,3844,0.352773829
Asteraceae,Atractylis,Atractylis.humilis,3845,0.543010053
Compositae,Atractylis,Atractylis.humilis,3845,0.543010053
Ericaceae,Moneses,Moneses.uniflora,3875,0.561599874
Brassicaceae,Lepidium,Lepidium.heterophyllum,3884,0.371537704
Cistaceae,Helianthemum,Helianthemum.almeriense,3894,0.390002428
Juncaceae,Juncus,Juncus.acutiflorus,3914,0.35162214
Cistaceae,Fumana,Fumana.thymifolia,3927,0.309146626
Asteraceae,Arnoseris,Arnoseris.minima,3950,0.208479316
Compositae,Arnoseris,Arnoseris.minima,3950,0.208479316
Orobanchaceae,Parentucellia,Parentucellia.latifolia,3953,0.595305823
Scrophulariaceae,Parentucellia,Parentucellia.latifolia,3953,0.595305823
Fabaceae,Lotus,Lotus.edulis,3962,0.312126204
Leguminosae,Lotus,Lotus.edulis,3962,0.312126204
Papilionaceae,Lotus,Lotus.edulis,3962,0.312126204
Euphorbiaceae,Euphorbia,Euphorbia.falcata,3970,0.25429281
Fabaceae,Hippocrepis,Hippocrepis.ciliata,3972,0.216398834
Leguminosae,Hippocrepis,Hippocrepis.ciliata,3972,0.216398834
Boraginaceae,Myosotis,Myosotis.nemorosa,3980,0.1221023
Orchidaceae,Anacamptis,Anacamptis.palustris,3983,0.388417921
Asparagaceae,Bellevalia,Bellevalia.romana,4005,0.543251003
Asteraceae,Filago,Filago.germanica,4041,0.360601443
Asteraceae,Filago,Filago.germanica,4041,0.360601443
Compositae,Filago,Filago.germanica,4041,0.360601443
Brassicaceae,Neslia,Neslia.paniculata,4044,0.249834142
Poaceae,Stipa,Stipa.offneri,4044,0.292205527
Fabaceae,Coronilla,Coronilla.scorpioides,4045,0.427587414
Papilionaceae,Coronilla,Coronilla.scorpioides,4045,0.427587414
Ranunculaceae,Adonis,Adonis.flammea,4052,0.477177271
Cistaceae,Fumana,Fumana.thymifolia,4064,0.269622519
Polygonaceae,Polygonum,Polygonum.equisetiforme,4080,0.368053226
Campanulaceae,Legousia,Legousia.hybrida,4082,0.163460385
Brassicaceae,Brassica,Brassica.barrelieri,4110,0.231678775
Cyperaceae,Carex,Carex.panicea,4119,0.320537519
Poaceae,Bromus,Bromus.lanceolatus,4136,0.229297947
Poaceae,Mibora,Mibora.minima,4143,0.28465237
Fabaceae,Lathyrus,Lathyrus.sativus,4151,0.33504087
Leguminosae,Lathyrus,Lathyrus.sativus,4151,0.33504087
Caryophyllaceae,Sagina,Sagina.nodosa,4165,0.299229754
Campanulaceae,Campanula,Campanula.sibirica,4168,0.468662231
Poaceae,Sporobolus,Sporobolus.indicus,4169,0.159571449
Plantaginaceae,Linaria,Linaria.spartea,4188,0.430821684
Juncaceae,Juncus,Juncus.filiformis,4192,0.307751512
Polygalaceae,Polygala,Polygala.nicaeensis,4193,0.421458216
Poaceae,Bromus,Bromus.commutatus,4207,0.175888183
Brassicaceae,Matthiola,Matthiola.fruticulosa,4209,0.409046158
Caryophyllaceae,Silene,Silene.secundiflora,4230,0.255324394
Asteraceae,Anthemis,Anthemis.chia,4258,0.276029024
Compositae,Anthemis,Anthemis.chia,4258,0.276029024
Poaceae,Danthonia,Danthonia.decumbens,4261,0.160245228
Rubiaceae,Galium,Galium.anisophyllon,4286,0.442861318
Fabaceae,Genista,Genista.umbellata,4292,0.692480742
Fabaceae,Ononis,Ononis.pubescens,4294,0.580643737
Leguminosae,Ononis,Ononis.pubescens,4294,0.580643737
Papilionaceae,Ononis,Ononis.pubescens,4294,0.580643737
Santalaceae,Thesium,Thesium.humifusum,4303,0.337961794
Polygalaceae,Polygala,Polygala.amarella,4317,0.316795173
Brassicaceae,Teesdalia,Teesdalia.nudicaulis,4333,0.308544992
Asteraceae,Geropogon,Geropogon.hybridus,4334,0.616126948
Compositae,Geropogon,Geropogon.hybridus,4334,0.616126948
Orchidaceae,Orchis,Orchis.provincialis,4344,0.569580229
Orchidaceae,Orchis,Orchis.provincialis,4344,0.569580229
Apiaceae,Bifora,Bifora.radians,4359,0.347180541
Fabaceae,Trifolium,Trifolium.glomeratum,4366,0.271997621
Leguminosae,Trifolium,Trifolium.glomeratum,4366,0.271997621
Papilionaceae,Trifolium,Trifolium.glomeratum,4366,0.271997621
Caprifoliaceae,Valerianella,Valerianella.eriocarpa,4367,0.287762797
Ranunculaceae,Delphinium,Delphinium.peregrinum,4378,0.230363004
Poaceae,Avena,Avena.sterilis,4378,0.30444227
Fabaceae,Medicago,Medicago.truncatula,4420,0.21202274
Leguminosae,Medicago,Medicago.truncatula,4420,0.21202274
Papilionaceae,Medicago,Medicago.truncatula,4420,0.21202274
Fabaceae,Genista,Genista.lydia,4434,0.38198977
Leguminosae,Genista,Genista.lydia,4434,0.38198977
Asteraceae,Crupina,Crupina.vulgaris,4452,0.26755097
Linaceae,Linum,Linum.bienne,4462,0.487774368
Linaceae,Linum,Linum.bienne,4462,0.487774368
Asteraceae,Coleostephus,Coleostephus.myconis,4468,0.292816403
Papaveraceae,Glaucium,Glaucium.corniculatum,4470,0.444539045
Rosaceae,Alchemilla,Alchemilla.filicaulis,4486,0.242268712
Brassicaceae,Erysimum,Erysimum.repandum,4566,0.190610314
Poaceae,Bromus,Bromus.racemosus,4575,0.088805257
Poaceae,Bromus,Bromus.racemosus,4575,0.088805257
Fabaceae,Lotus,Lotus.angustissimus,4578,0.263253709
Leguminosae,Lotus,Lotus.angustissimus,4578,0.263253709
Papilionaceae,Lotus,Lotus.angustissimus,4578,0.263253709
Resedaceae,Sesamoides,Sesamoides.purpurascens,4588,0.398517841
Poaceae,Anisantha,Bromus.madritensis,4600,0.178137933
Poaceae,Anisantha,Bromus.madritensis,4600,0.178137933
Poaceae,Bromus,Bromus.madritensis,4600,0.178137933
Caryophyllaceae,Spergula,Spergularia.rubra,4616,0.275382588
Caryophyllaceae,Spergula,Spergularia.rubra,4616,0.275382588
Caryophyllaceae,Spergularia,Spergularia.rubra,4616,0.275382588
Caryophyllaceae,Arenaria,Arenaria.grandiflora,4624,0.373083947
Asparagaceae,Bellevalia,Bellevalia.romana,4638,0.531533109
Oxalidaceae,Oxalis,Oxalis.fontana,4658,0.274091519
Asteraceae,Pulicaria,Pulicaria.arabica,4661,0.29861366
Compositae,Pulicaria,Pulicaria.arabica,4661,0.29861366
Rosaceae,Potentilla,Potentilla.alba,4664,0.55391232
Aristolochiaceae,Aristolochia,Aristolochia.paucinervis,4670,0.350709509
Plantaginaceae,Linaria,Linaria.aeruginea,4671,0.401721939
Scrophulariaceae,Linaria,Linaria.aeruginea,4671,0.401721939
Orobanchaceae,Euphrasia,Euphrasia.pectinata,4689,0.280642019
Orobanchaceae,Parentucellia,Parentucellia.latifolia,4722,0.575277463
Poaceae,Phalaris,Phalaris.paradoxa,4727,0.1985584
Lamiaceae,Glechoma,Glechoma.hirsuta,4765,0.443322082
Fabaceae,Anthyllis,Anthyllis.hermanniae,4774,0.40107238
Leguminosae,Anthyllis,Anthyllis.hermanniae,4774,0.40107238
Caryophyllaceae,Cerastium,Cerastium.pumilum,4814,0.325012879
Asteraceae,Crupina,Crupina.vulgaris,4844,0.218712837
Compositae,Crupina,Crupina.vulgaris,4844,0.218712837
Brassicaceae,Biscutella,Biscutella.auriculata,4854,0.400725257
Asteraceae,Klasea,Klasea.nudicaulis,4863,0.240106237
Compositae,Klasea,Klasea.nudicaulis,4863,0.240106237
Plantaginaceae,Linaria,Linaria.spartea,4865,0.34589968
Fabaceae,Medicago,Medicago.littoralis,4890,0.336748092
Montiaceae,Montia,Montia.arvensis,4891,0.176726776
Portulacaceae,Montia,Montia.arvensis,4891,0.176726776
Asteraceae,Scorzonera,Scorzonera.austriaca,4903,0.432685505
Compositae,Scorzonera,Scorzonera.austriaca,4903,0.432685505
Fabaceae,Medicago,Medicago.scutellata,4954,0.205872564
Leguminosae,Medicago,Medicago.scutellata,4954,0.205872564
Papilionaceae,Medicago,Medicago.scutellata,4954,0.205872564
Onagraceae,Epilobium,Epilobium.obscurum,4961,0.198470461
Caryophyllaceae,Silene,Silene.otites,5048,0.268416882
Gymnogrammaceae,Anogramma,Anogramma.leptophylla,5058,0.345378059
Polypodiaceae,Anogramma,Anogramma.leptophylla,5058,0.345378059
Pteridaceae,Anogramma,Anogramma.leptophylla,5058,0.345378059
Fabaceae,Bituminaria,Bituminaria.bituminosa,5079,0.499695255
Fabaceae,Bituminaria,Bituminaria.bituminosa,5079,0.499695255
Brassicaceae,Matthiola,Matthiola.fruticulosa,5087,0.455680572
Brassicaceae,Matthiola,Matthiola.fruticulosa,5087,0.455680572
Fabaceae,Medicago,Medicago.rugosa,5129,0.152071846
Leguminosae,Medicago,Medicago.rugosa,5129,0.152071846
Papilionaceae,Medicago,Medicago.rugosa,5129,0.152071846
Boraginaceae,Pulmonaria,Pulmonaria.mollis,5158,0.343318634
Poaceae,Poa,Poa.chaixii,5181,0.10453481
Brassicaceae,Carrichtera,Carrichtera.annua,5255,0.301044534
Fabaceae,Trifolium,Trifolium.lappaceum,5286,0.312267073
Leguminosae,Trifolium,Trifolium.lappaceum,5286,0.312267073
Papilionaceae,Trifolium,Trifolium.lappaceum,5286,0.312267073
Ranunculaceae,Ranunculus,Ranunculus.polyanthemos,5328,0.254811589
Asteraceae,Hieracium,Hieracium.laevigatum,5337,0.229196443
Cucurbitaceae,Bryonia,Bryonia.dioica,5340,0.517875292
Asparagaceae,Loncomelos,Ornithogalum.narbonense,5347,0.365939205
Asparagaceae,Loncomelos,Ornithogalum.narbonense,5347,0.365939205
Asparagaceae,Ornithogalum,Ornithogalum.narbonense,5347,0.365939205
Asparagaceae,Ornithogalum,Ornithogalum.narbonense,5347,0.365939205
Liliaceae,Ornithogalum,Ornithogalum.narbonense,5347,0.365939205
Rubiaceae,Cruciata,Cruciata.glabra,5377,0.583851477
Rubiaceae,Cruciata,Cruciata.pedemontana,5384,0.340419037
Cyperaceae,Carex,Carex.rostrata,5405,0.387497155
Cyperaceae,Carex,Carex.rostrata,5405,0.387497155
Cyperaceae,Carex,Carex.pallescens,5411,0.443015019
Caryophyllaceae,Stellaria,Stellaria.alsine,5437,0.377795463
Caryophyllaceae,Scleranthus,Scleranthus.annuus,5448,0.440531851
Polygalaceae,Polygala,Polygala.rupestris,5488,0.255059488
Asteraceae,Anthemis,Anthemis.ruthenica,5535,0.279838076
Compositae,Anthemis,Anthemis.ruthenica,5535,0.279838076
Asteraceae,Cirsium,Cirsium.canum,5545,0.261531458
Compositae,Cirsium,Cirsium.canum,5545,0.261531458
Lythraceae,Lythrum,Lythrum.portula,5589,0.319029969
Malvaceae,Malva,Malva.unguiculata,5591,0.380916413
Poaceae,Lolium,Lolium.rigidum,5598,0.263898277
Rosaceae,Rosa,Rosa.micrantha,5598,0.283533185
Polygalaceae,Polygala,Polygala.serpyllifolia,5660,0.405022667
Plantaginaceae,Linaria,Linaria.arvensis,5682,0.184516926
Orobanchaceae,Rhinanthus,Rhinanthus.glacialis,5717,0.409628999
Orobanchaceae,Rhinanthus,Rhinanthus.glacialis,5717,0.409628999
Plantaginaceae,Plantago,Plantago.afra,5727,0.255314623
Asparagaceae,Asparagus,Asparagus.stipularis,5727,0.331606313
Asparagaceae,Asparagus,Asparagus.stipularis,5727,0.331606313
Liliaceae,Asparagus,Asparagus.stipularis,5727,0.331606313
Asparagaceae,Asparagus,Asparagus.stipularis,5727,0.331606313
Amaryllidaceae,Allium,Allium.flavum,5732,0.465089057
Fabaceae,Ononis,Ononis.cristata,5760,0.501051508
Leguminosae,Ononis,Ononis.cristata,5760,0.501051508
Asparagaceae,Asparagus,Asparagus.horridus,5800,0.264841282
Asparagaceae,Asparagus,Asparagus.horridus,5800,0.264841282
Liliaceae,Asparagus,Asparagus.horridus,5800,0.264841282
Asparagaceae,Asparagus,Asparagus.horridus,5800,0.264841282
Cyperaceae,Carex,Carex.cuprina,5803,0.36955161
Amaryllidaceae,Lapiedra,Lapiedra.martinezii,5832,0.295366666
Asparagaceae,Lapiedra,Lapiedra.martinezii,5832,0.295366666
Rosaceae,Potentilla,Potentilla.cinerea,5841,0.375844756
Rosaceae,Potentilla,Potentilla.cinerea,5841,0.375844756
Lamiaceae,Sideritis,Sideritis.montana,5845,0.301527353
Caprifoliaceae,Cephalaria,Cephalaria.transylvanica,5863,0.216609102
Brassicaceae,Myagrum,Myagrum.perfoliatum,5873,0.270513764
Poaceae,Setaria,Setaria.viridis,5876,0.291345646
Leguminosae,Onobrychis,Onobrychis.arenaria,5893,0.474685708
Plantaginaceae,Veronica,Veronica.verna,5894,0.295262221
Scrophulariaceae,Veronica,Veronica.verna,5894,0.295262221
Orobanchaceae,Orobanche,Orobanche.lutea,5901,0.380466547
Papaveraceae,Roemeria,Roemeria.hybrida,5905,0.522599156
Asteraceae,Pilosella,Pilosella.lactucella,5939,0.284559523
Compositae,Pilosella,Pilosella.lactucella,5939,0.284559523
Fabaceae,Medicago,Medicago.littoralis,5966,0.265321668
Leguminosae,Medicago,Medicago.littoralis,5966,0.265321668
Convolvulaceae,Convolvulus,Convolvulus.lineatus,6020,0.229080105
Orchidaceae,Anacamptis,Anacamptis.coriophora,6032,0.484587969
Fabaceae,Coronilla,Coronilla.scorpioides,6043,0.341052317
Leguminosae,Coronilla,Coronilla.scorpioides,6043,0.341052317
Poaceae,Alopecurus,Alopecurus.arundinaceus,6047,0.309451234
Caryophyllaceae,Scleranthus,Scleranthus.perennis,6049,0.549621814
Poaceae,Phalaris,Phalaris.coerulescens,6059,0.221413777
Poaceae,Phalaris,Phalaris.coerulescens,6059,0.221413777
Asteraceae,Asteriscus,Asteriscus.aquaticus,6069,0.551613451
Compositae,Asteriscus,Asteriscus.aquaticus,6069,0.551613451
Onagraceae,Epilobium,Epilobium.collinum,6077,0.255537871
Ranunculaceae,Helleborus,Helleborus.odorus,6087,0.377792801
Caryophyllaceae,Lychnis,Silene.coronaria,6104,0.428589371
Caryophyllaceae,Lychnis,Silene.coronaria,6104,0.428589371
Caryophyllaceae,Silene,Silene.coronaria,6104,0.428589371
Caryophyllaceae,Silene,Silene.coronaria,6104,0.428589371
Fabaceae,Lathyrus,Lathyrus.annuus,6133,0.384404672
Leguminosae,Lathyrus,Lathyrus.annuus,6133,0.384404672
Papilionaceae,Lathyrus,Lathyrus.annuus,6133,0.384404672
Lamiaceae,Marrubium,Marrubium.peregrinum,6144,0.404959859
Caprifoliaceae,Scabiosa,Scabiosa.triandra,6145,0.175392878
Asteraceae,Solidago,Solidago.virgaurea,6189,0.340119234
Fabaceae,Ornithopus,Ornithopus.pinnatus,6192,0.183732649
Leguminosae,Ornithopus,Ornithopus.pinnatus,6192,0.183732649
Papilionaceae,Ornithopus,Ornithopus.pinnatus,6192,0.183732649
Apiaceae,Caucalis,Caucalis.platycarpos,6197,0.281621235
Cistaceae,Helianthemum,Helianthemum.violaceum,6199,0.336502211
Asteraceae,Crupina,Crupina.crupinastrum,6253,0.293044748
Compositae,Crupina,Crupina.crupinastrum,6253,0.293044748
Fabaceae,Vicia,Vicia.disperma,6267,0.234130543
Leguminosae,Vicia,Vicia.disperma,6267,0.234130543
Poaceae,Agropyron,Agropyron.cristatum,6294,0.388994808
Asteraceae,Xeranthemum,Xeranthemum.cylindraceum,6296,0.26955429
Compositae,Xeranthemum,Xeranthemum.cylindraceum,6296,0.26955429
Caryophyllaceae,Minuartia,Minuartia.verna,6356,0.335462219
Caryophyllaceae,Minuartia,Minuartia.verna,6356,0.335462219
Poaceae,Phalaris,Phalaris.minor,6402,0.279439948
Poaceae,Calamagrostis,Calamagrostis.arundinacea,6418,0.25020918
Rubiaceae,Cruciata,Cruciata.glabra,6431,0.575472925
Asteraceae,Leontodon,Leontodon.tuberosus,6459,0.185659113
Compositae,Leontodon,Leontodon.tuberosus,6459,0.185659113
Poaceae,Poa,Poa.alpina,6470,0.327402724
Campanulaceae,Campanula,Campanula.cervicaria,6491,0.389617774
Apiaceae,Chaerophyllum,Chaerophyllum.aromaticum,6516,0.323495166
Poaceae,Gastridium,Gastridium.ventricosum,6554,0.222625861
Cyperaceae,Carex,Carex.viridula,6618,0.334282919
Asteraceae,Crepis,Crepis.micrantha,6620,0.236539205
Compositae,Crepis,Crepis.micrantha,6620,0.236539205
Plantaginaceae,Plantago,Plantago.serraria,6625,0.306633861
Poaceae,Phleum,Phleum.alpinum,6695,0.352104649
Asteraceae,Carthamus,Carthamus.mitissimus,6720,0.576617391
Compositae,Carthamus,Carthamus.mitissimus,6720,0.576617391
Poaceae,Hordeum,Hordeum.bulbosum,6740,0.263016278
Asteraceae,Picnomon,Picnomon.acarna,6764,0.568581801
Compositae,Picnomon,Picnomon.acarna,6764,0.568581801
Poaceae,Festuca,Festuca.heterophylla,6779,0.157176102
Rubiaceae,Valantia,Valantia.muralis,6857,0.270797418
Asteraceae,Centaurea,Centaurea.stoebe,6870,0.28597731
Compositae,Centaurea,Centaurea.stoebe,6870,0.28597731
Asteraceae,Podospermum,Podospermum.purpureum,6887,0.584189441
Compositae,Podospermum,Podospermum.purpureum,6887,0.584189441
Apiaceae,Pimpinella,Pimpinella.peregrina,6898,0.229620245
Asteraceae,Filago,Filago.arvensis,6928,0.2681999
Compositae,Filago,Filago.arvensis,6928,0.2681999
Fabaceae,Lotus,Lotus.tetragonolobus,6930,0.224474229
Fabaceae,Lotus,Lotus.tetragonolobus,6930,0.224474229
Leguminosae,Lotus,Lotus.tetragonolobus,6930,0.224474229
Fabaceae,Tetragonolobus,Lotus.tetragonolobus,6930,0.224474229
Plantaginaceae,Linaria,Linaria.pelisseriana,7040,0.355869872
Scrophulariaceae,Linaria,Linaria.pelisseriana,7040,0.355869872
Apiaceae,Seseli,Seseli.annuum,7051,0.225020055
Cistaceae,Fumana,Fumana.procumbens,7055,0.342724552
Poaceae,Taeniatherum,Taeniatherum.caput-medusae,7061,0.206810235
Boraginaceae,Echium,Echium.arenarium,7061,0.288577087
Apiaceae,Anthriscus,Anthriscus.caucalis,7065,0.404180456
Fabaceae,Vicia,Vicia.peregrina,7074,0.301461549
Leguminosae,Vicia,Vicia.peregrina,7074,0.301461549
Papilionaceae,Vicia,Vicia.peregrina,7074,0.301461549
Fabaceae,Lotus,Lotus.maritimus,7077,0.357478279
Fabaceae,Lotus,Lotus.maritimus,7077,0.357478279
