family,genus,searched.name,count,score
Boraginaceae,Echium,Echium.creticum,17949,0.458662085
Caryophyllaceae,Dianthus,Dianthus.pungens,17968,0.310167393
Poaceae,Aegilops,Aegilops.geniculata,18144,0.468869526
Poaceae,Aegilops,Aegilops.geniculata,18144,0.468869526
Juncaceae,Juncus,Juncus.conglomeratus,18334,0.462908813
Asteraceae,Taraxacum,Taraxacum.palustre,18466,0.234486137
Compositae,Taraxacum,Taraxacum.palustre,18466,0.234486137
Campanulaceae,Legousia,Legousia.speculum-veneris,18525,0.664545789
Euphorbiaceae,Euphorbia,Euphorbia.seguieriana,18547,0.375252017
Asteraceae,Leucanthemum,Leucanthemum.ircutianum,18582,0.336609063
Rubiaceae,Galium,Galium.tricornutum,18602,0.1763448
Saxifragaceae,Saxifraga,Saxifraga.tridactylites,18623,0.408903074
Asteraceae,Hypochaeris,Hypochaeris.achyrophorus,18690,0.202113419
Compositae,Hypochaeris,Hypochaeris.achyrophorus,18690,0.202113419
Caprifoliaceae,Knautia,Knautia.arvernensis,18714,0.235285599
Fabaceae,Cytisus,Cytisus.hirsutus,18729,0.451337568
Leguminosae,Cytisus,Cytisus.hirsutus,18729,0.451337568
Crassulaceae,Sedum,Sedum.rubens,18789,0.281276491
Fabaceae,Ulex,Ulex.minor,18853,0.51174133
Leguminosae,Ulex,Ulex.minor,18853,0.51174133
Crassulaceae,Crassula,Crassula.tillaea,19094,0.258466304
Iridaceae,Romulea,Romulea.bulbocodium,19100,0.512083907
Asteraceae,Tolpis,Tolpis.barbata,19100,0.539018124
Compositae,Tolpis,Tolpis.barbata,19100,0.539018124
Caryophyllaceae,Paronychia,Paronychia.argentea,19123,0.584087814
Poaceae,Anisantha,Anisantha.madritensis,19148,0.390839125
Poaceae,Anisantha,Anisantha.madritensis,19148,0.390839125
Scrophulariaceae,Verbascum,Verbascum.chaixii,19264,0.543920318
Poaceae,Elytrigia,Elytrigia.repens,19286,0.280131595
Poaceae,Elytrigia,Elytrigia.repens,19286,0.280131595
Poaceae,Vulpia,Vulpia.bromoides,19289,0.202709395
Fabaceae,Trifolium,Trifolium.montanum,19312,0.662451263
Leguminosae,Trifolium,Trifolium.montanum,19312,0.662451263
Polygonaceae,Persicaria,Persicaria.amphibia,19330,0.443913509
Polygonaceae,Persicaria,Persicaria.amphibia,19330,0.443913509
Orchidaceae,Orchis,Orchis.anthropophora,19473,0.729651349
Lamiaceae,Thymus,Thymus.mastichina,19481,0.579567205
Poaceae,Bromopsis,Bromopsis.inermis,19707,0.36684625
Poaceae,Bromopsis,Bromopsis.inermis,19707,0.36684625
Fabaceae,Lathyrus,Lathyrus.aphaca,19722,0.362474321
Leguminosae,Lathyrus,Lathyrus.aphaca,19722,0.362474321
Papilionaceae,Lathyrus,Lathyrus.aphaca,19722,0.362474321
Plantaginaceae,Anarrhinum,Anarrhinum.bellidifolium,19795,0.469903033
Orchidaceae,Neotinea,Neotinea.tridentata,19812,0.669100441
Orchidaceae,Neotinea,Neotinea.tridentata,19812,0.669100441
Orobanchaceae,Orobanche,Orobanche.caryophyllacea,19830,0.529840287
Amaryllidaceae,Narcissus,Narcissus.bulbocodium,19901,0.550534009
Liliaceae,Narcissus,Narcissus.bulbocodium,19901,0.550534009
Asteraceae,Carduus,Carduus.nigrescens,19941,0.400694518
Compositae,Carduus,Carduus.nigrescens,19941,0.400694518
Caprifoliaceae,Centranthus,Centranthus.calcitrapae,20058,0.490272688
Caprifoliaceae,Centranthus,Centranthus.calcitrapae,20058,0.490272688
Brassicaceae,Noccaea,Noccaea.caerulescens,20099,0.667364257
Poaceae,Sesleria,Sesleria.caerulea,20122,0.239402246
Asteraceae,Centaurea,Centaurea.melitensis,20256,0.278441929
Compositae,Centaurea,Centaurea.melitensis,20256,0.278441929
Hippuridaceae,Hippuris,Hippuris.vulgaris,20571,0.418911042
Plantaginaceae,Hippuris,Hippuris.vulgaris,20571,0.418911042
Rosaceae,Potentilla,Potentilla.crantzii,20616,0.262119845
Rosaceae,Potentilla,Potentilla.crantzii,20616,0.262119845
Malvaceae,Malva,Malva.thuringiaca,20759,0.3625085
Lamiaceae,Ballota,Ballota.hirsuta,20855,0.52233396
Poaceae,Bromopsis,Bromopsis.erecta,20874,0.386168104
Poaceae,Bromopsis,Bromopsis.erecta,20874,0.386168104
Resedaceae,Reseda,Reseda.phyteuma,20889,0.425454964
Resedaceae,Reseda,Reseda.phyteuma,20889,0.425454964
Amaranthaceae,Kali,Salsola.kali,20939,0.229696813
Amaranthaceae,Kali,Salsola.kali,20939,0.229696813
Amaranthaceae,Salsola,Salsola.kali,20939,0.229696813
Chenopodiaceae,Salsola,Salsola.kali,20939,0.229696813
Asteraceae,Centaurea,Centaurea.pullata,21217,0.502862883
Compositae,Centaurea,Centaurea.pullata,21217,0.502862883
Apiaceae,Bupleurum,Bupleurum.rotundifolium,21250,0.569715281
Dryopteridaceae,Dryopteris,Dryopteris.carthusiana,21306,0.386429488
Caprifoliaceae,Lomelosia,Lomelosia.stellata,21311,0.534879938
Caprifoliaceae,Lomelosia,Lomelosia.stellata,21311,0.534879938
Lamiaceae,Thymus,Thymus.zygis,21344,0.311614573
Fabaceae,Lathyrus,Lathyrus.ochrus,21366,0.347067894
Leguminosae,Lathyrus,Lathyrus.ochrus,21366,0.347067894
Papilionaceae,Lathyrus,Lathyrus.ochrus,21366,0.347067894
Caryophyllaceae,Silene,Silene.viscaria,21428,0.266921037
Asteraceae,Carthamus,Carthamus.lanatus,21441,0.535654642
Compositae,Carthamus,Carthamus.lanatus,21441,0.535654642
Poaceae,Poa,Poa.nemoralis,21485,0.183100054
Poaceae,Festuca,Festuca.rubra,21512,0.126951989
Poaceae,Festuca,Festuca.rubra,21512,0.126951989
Polygonaceae,Rumex,Rumex.bucephalophorus,21544,0.369333005
Fabaceae,Ononis,Ononis.reclinata,21562,0.427381051
Leguminosae,Ononis,Ononis.reclinata,21562,0.427381051
Poaceae,Poa,Poa.bulbosa,21672,0.432127766
Lamiaceae,Prasium,Prasium.majus,21697,0.384385495
Asteraceae,Onopordum,Onopordum.illyricum,21705,0.43736209
Compositae,Onopordum,Onopordum.illyricum,21705,0.43736209
Compositae,Leucanthemum,Leucanthemum.ircutianum,21729,0.330055251
Caprifoliaceae,Knautia,Knautia.drymeia,21738,0.271610338
Asteraceae,Homogyne,Homogyne.alpina,21758,0.472227467
Compositae,Homogyne,Homogyne.alpina,21758,0.472227467
Fabaceae,Medicago,Medicago.minima,21787,0.383406125
Leguminosae,Medicago,Medicago.minima,21787,0.383406125
Poaceae,Catapodium,Catapodium.rigidum,21925,0.324951274
Lamiaceae,Acinos,Clinopodium.acinos,21932,0.278454471
Lamiaceae,Acinos,Clinopodium.acinos,21932,0.278454471
Lamiaceae,Clinopodium,Clinopodium.acinos,21932,0.278454471
Lamiaceae,Clinopodium,Clinopodium.acinos,21932,0.278454471
Lamiaceae,Phlomis,Phlomis.herba-venti,22120,0.544822349
Asteraceae,Hypochaeris,Hypochaeris.maculata,22125,0.238835697
Compositae,Hypochaeris,Hypochaeris.maculata,22125,0.238835697
Poaceae,Glyceria,Glyceria.maxima,22170,0.199830749
Fabaceae,Lotus,Lotus.hispidus,22206,0.203658369
Leguminosae,Lotus,Lotus.hispidus,22206,0.203658369
Papilionaceae,Lotus,Lotus.hispidus,22206,0.203658369
Fabaceae,Lotus,Lotus.hispidus,22206,0.203658369
Fabaceae,Lotus,Lotus.hispidus,22206,0.203658369
Leguminosae,Lotus,Lotus.hispidus,22206,0.203658369
Asteraceae,Podospermum,Podospermum.laciniatum,22396,0.272503989
Asteraceae,Podospermum,Podospermum.laciniatum,22396,0.272503989
Compositae,Podospermum,Podospermum.laciniatum,22396,0.272503989
Fabaceae,Genista,Genista.cinerea,22565,0.329765485
Leguminosae,Genista,Genista.cinerea,22565,0.329765485
Betulaceae,Betula,Betula.nana,22848,0.31023925
Fabaceae,Anthyllis,Anthyllis.cytisoides,22857,0.607993073
Leguminosae,Anthyllis,Anthyllis.cytisoides,22857,0.607993073
Asteraceae,Carduus,Carduus.tenuiflorus,22916,0.511679498
Compositae,Carduus,Carduus.tenuiflorus,22916,0.511679498
Polygonaceae,Rumex,Rumex.cristatus,22923,0.230373169
Apiaceae,Bupleurum,Bupleurum.falcatum,22933,0.365384415
Asteraceae,Crepis,Crepis.paludosa,22937,0.304663855
Compositae,Crepis,Crepis.paludosa,22937,0.304663855
Equisetaceae,Equisetum,Equisetum.fluviatile,23000,0.237734499
Equisetaceae,Equisetum,Equisetum.fluviatile,23000,0.237734499
Asteraceae,Crepis,Crepis.tectorum,23049,0.236153058
Compositae,Crepis,Crepis.tectorum,23049,0.236153058
Cyperaceae,Eleocharis,Eleocharis.palustris,23059,0.254303154
Poaceae,Schedonorus,Schedonorus.pratensis,23095,0.316019658
Poaceae,Schedonorus,Schedonorus.pratensis,23095,0.316019658
Saxifragaceae,Saxifraga,Saxifraga.rotundifolia,23160,0.618432645
Asteraceae,Serratula,Serratula.tinctoria,23356,0.33542955
Compositae,Serratula,Serratula.tinctoria,23356,0.33542955
Orchidaceae,Serapias,Serapias.lingua,23356,0.680595717
Caryophyllaceae,Stellaria,Stellaria.pallida,23371,0.300898239
Caryophyllaceae,Stellaria,Stellaria.pallida,23371,0.300898239
Asteraceae,Centaurea,Centaurea.solstitialis,23382,0.460343673
Compositae,Centaurea,Centaurea.solstitialis,23382,0.460343673
Poaceae,Alopecurus,Alopecurus.myosuroides,23411,0.283337925
Plantaginaceae,Globularia,Globularia.bisnagarica,23509,0.576426701
Plantaginaceae,Globularia,Globularia.bisnagarica,23509,0.576426701
Asteraceae,Achillea,Achillea.roseo-alba,23595,0.526826272
Compositae,Achillea,Achillea.roseo-alba,23595,0.526826272
Lamiaceae,Prunella,Prunella.laciniata,23607,0.679483887
Fabaceae,Lathyrus,Lathyrus.cicera,23612,0.5158164
Leguminosae,Lathyrus,Lathyrus.cicera,23612,0.5158164
Poaceae,Aira,Aira.caryophyllea,23632,0.263505665
Lamiaceae,Lavandula,Lavandula.multifida,23720,0.461014948
Asteraceae,Cirsium,Cirsium.rivulare,23727,0.509770056
Compositae,Cirsium,Cirsium.rivulare,23727,0.509770056
Amaranthaceae,Amaranthus,Amaranthus.blitoides,23772,0.360336997
Caprifoliaceae,Dipsacus,Dipsacus.laciniatus,23832,0.462974744
Dipsacaceae,Dipsacus,Dipsacus.laciniatus,23832,0.462974744
Juncaceae,Juncus,Juncus.inflexus,23893,0.309175366
Fabaceae,Trifolium,Trifolium.tomentosum,23898,0.262695425
Leguminosae,Trifolium,Trifolium.tomentosum,23898,0.262695425
Papilionaceae,Trifolium,Trifolium.tomentosum,23898,0.262695425
Fabaceae,Trifolium,Trifolium.alpestre,23906,0.535720709
Leguminosae,Trifolium,Trifolium.alpestre,23906,0.535720709
Plantaginaceae,Plantago,Plantago.maritima,23947,0.224534196
Malvaceae,Malva,Malva.subovata,24159,0.520506727
Malvaceae,Malva,Malva.subovata,24159,0.520506727
Brassicaceae,Turritis,Turritis.glabra,24313,0.502487173
Fabaceae,Coronilla,Coronilla.juncea,24414,0.60018182
Leguminosae,Coronilla,Coronilla.juncea,24414,0.60018182
Fabaceae,Trifolium,Trifolium.stellatum,24555,0.74831578
Leguminosae,Trifolium,Trifolium.stellatum,24555,0.74831578
Papilionaceae,Trifolium,Trifolium.stellatum,24555,0.74831578
Malvaceae,Malva,Malva.multiflora,24584,0.391991842
Malvaceae,Malva,Malva.multiflora,24584,0.391991842
Fabaceae,Trifolium,Trifolium.alexandrinum,24624,0.352948358
Leguminosae,Trifolium,Trifolium.alexandrinum,24624,0.352948358
Papilionaceae,Trifolium,Trifolium.alexandrinum,24624,0.352948358
Rubiaceae,Galium,Galium.verrucosum,24802,0.352884083
Asteraceae,Mantisalca,Mantisalca.salmantica,24886,0.393274331
Compositae,Mantisalca,Mantisalca.salmantica,24886,0.393274331
Crassulaceae,Sedum,Sedum.ochroleucum,24946,0.366753435
Boraginaceae,Buglossoides,Buglossoides.arvensis,25004,0.484733907
Boraginaceae,Buglossoides,Buglossoides.arvensis,25004,0.484733907
Rubiaceae,Galium,Galium.maritimum,25044,0.357922726
Compositae,Crepis,Crepis.aurea,25230,0.703508832
Dryopteridaceae,Dryopteris,Dryopteris.carthusiana,25244,0.360683732
Rosaceae,Fragaria,Fragaria.viridis,25321,0.417188267
Asteraceae,Crepis,Crepis.aurea,25431,0.746370715
Fabaceae,Lathyrus,Lathyrus.hirsutus,25451,0.343635025
Leguminosae,Lathyrus,Lathyrus.hirsutus,25451,0.343635025
Papilionaceae,Lathyrus,Lathyrus.hirsutus,25451,0.343635025
Fabaceae,Scorpiurus,Scorpiurus.muricatus,25458,0.299362399
Fabaceae,Scorpiurus,Scorpiurus.muricatus,25458,0.299362399
Leguminosae,Scorpiurus,Scorpiurus.muricatus,25458,0.299362399
Papilionaceae,Scorpiurus,Scorpiurus.muricatus,25458,0.299362399
Asteraceae,Senecio,Senecio.gallicus,25533,0.351226618
Compositae,Senecio,Senecio.gallicus,25533,0.351226618
Brassicaceae,Moricandia,Moricandia.arvensis,25539,0.558989403
Poaceae,Bothriochloa,Bothriochloa.ischaemum,25612,0.274501932
Apiaceae,Tordylium,Tordylium.maximum,25694,0.344542564
Lamiaceae,Clinopodium,Clinopodium.alpinum,25722,0.523242986
Lamiaceae,Clinopodium,Clinopodium.alpinum,25722,0.523242986
Rubiaceae,Galium,Galium.lucidum,25815,0.308554515
Asteraceae,Scorzonera,Scorzonera.humilis,25861,0.36952397
Compositae,Scorzonera,Scorzonera.humilis,25861,0.36952397
Asteraceae,Scorzonera,Scorzonera.hispanica,25871,0.226331287
Compositae,Scorzonera,Scorzonera.hispanica,25871,0.226331287
Polygalaceae,Polygala,Polygala.comosa,25904,0.525779897
Poaceae,Agrostis,Agrostis.stolonifera,25922,0.1366594
Violaceae,Viola,Viola.palustris,25962,0.363641821
Lamiaceae,Lamium,Lamium.maculatum,25976,0.633260912
Lamiaceae,Thymus,Thymus.longicaulis,25989,0.435604923
Oleaceae,Ligustrum,Ligustrum.lucidum,25994,0.319680685
Fabaceae,Trifolium,Trifolium.rubens,26001,0.621619133
Leguminosae,Trifolium,Trifolium.rubens,26001,0.621619133
Asteraceae,Inula,Inula.montana,26081,0.461643226
Compositae,Inula,Inula.montana,26081,0.461643226
Rubiaceae,Asperula,Asperula.cynanchica,26194,0.38158545
Fabaceae,Trifolium,Trifolium.angustifolium,26228,0.593344936
Leguminosae,Trifolium,Trifolium.angustifolium,26228,0.593344936
Papilionaceae,Trifolium,Trifolium.angustifolium,26228,0.593344936
Papaveraceae,Papaver,Papaver.hybridum,26287,0.367450874
Asteraceae,Cirsium,Cirsium.acaulon,26296,0.573245107
Asteraceae,Cirsium,Cirsium.acaulon,26296,0.573245107
Compositae,Cirsium,Cirsium.acaulon,26296,0.573245107
Asteraceae,Carlina,Carlina.corymbosa,26493,0.567323482
Compositae,Carlina,Carlina.corymbosa,26493,0.567323482
Cyperaceae,Carex,Carex.divulsa,26527,0.284654339
Cyperaceae,Carex,Carex.remota,26675,0.33813361
Ranunculaceae,Ranunculus,Ranunculus.muricatus,26704,0.4450931
Scrophulariaceae,Scrophularia,Scrophularia.peregrina,26758,0.429967296
Lamiaceae,Stachys,Stachys.arvensis,26803,0.42137887
Iridaceae,Moraea,Moraea.sisyrinchium,26890,0.661470275
Iridaceae,Moraea,Moraea.sisyrinchium,26890,0.661470275
Asteraceae,Pilosella,Pilosella.cymosa,26904,0.431028931
Compositae,Pilosella,Pilosella.cymosa,26904,0.431028931
Asteraceae,Tyrimnus,Tyrimnus.leucographus,26908,0.316862494
Compositae,Tyrimnus,Tyrimnus.leucographus,26908,0.316862494
Asparagaceae,Anthericum,Anthericum.ramosum,26927,0.614591569
Rosaceae,Cotoneaster,Cotoneaster.integerrimus,26943,0.30899669
Rosaceae,Cotoneaster,Cotoneaster.integerrimus,26943,0.30899669
Orchidaceae,Neotinea,Neotinea.ustulata,27046,0.813413316
Ranunculaceae,Consolida,Consolida.regalis,27200,0.233675801
Ranunculaceae,Delphinium,Consolida.regalis,27200,0.233675801
Ranunculaceae,Delphinium,Consolida.regalis,27200,0.233675801
Lamiaceae,Phlomis,Phlomis.lychnitis,27455,0.664287811
Caryophyllaceae,Herniaria,Herniaria.glabra,27484,0.33129668
Caryophyllaceae,Petrorhagia,Petrorhagia.prolifera,27701,0.298117237
Fabaceae,Vicia,Vicia.tetrasperma,28100,0.358595091
Fabaceae,Vicia,Vicia.tetrasperma,28100,0.358595091
Leguminosae,Vicia,Vicia.tetrasperma,28100,0.358595091
Papilionaceae,Vicia,Vicia.tetrasperma,28100,0.358595091
Plumbaginaceae,Armeria,Armeria.arenaria,28131,0.390992543
Plumbaginaceae,Armeria,Armeria.arenaria,28131,0.390992543
Asteraceae,Centaurea,Centaurea.calcitrapa,28159,0.533742979
Compositae,Centaurea,Centaurea.calcitrapa,28159,0.533742979
Polygonaceae,Rumex,Rumex.hydrolapathum,28225,0.338727752
Fabaceae,Trifolium,Trifolium.nigrescens,28239,0.513515093
Leguminosae,Trifolium,Trifolium.nigrescens,28239,0.513515093
Papilionaceae,Trifolium,Trifolium.nigrescens,28239,0.513515093
Apiaceae,Smyrnium,Smyrnium.perfoliatum,28285,0.685753011
Rosaceae,Comarum,Comarum.palustre,28432,0.565672272
Fabaceae,Genista,Genista.hispanica,28534,0.557469839
Leguminosae,Genista,Genista.hispanica,28534,0.557469839
Equisetaceae,Equisetum,Equisetum.ramosissimum,28561,0.242419251
Fabaceae,Astragalus,Astragalus.monspessulanus,28596,0.62351267
Leguminosae,Astragalus,Astragalus.monspessulanus,28596,0.62351267
Convolvulaceae,Convolvulus,Convolvulus.cantabrica,28663,0.69058094
Poaceae,Arrhenatherum,Arrhenatherum.elatius,28709,0.330709689
Boraginaceae,Myosotis,Myosotis.discolor,28823,0.281003406
Poaceae,Briza,Briza.media,28865,0.443656423
Poaceae,Stipa,Stipa.pennata,28878,0.379792925
Fumariaceae,Fumaria,Fumaria.parviflora,28892,0.403625517
Papaveraceae,Fumaria,Fumaria.parviflora,28892,0.403625517
Cistaceae,Tuberaria,Tuberaria.guttata,28919,0.645983532
Cyperaceae,Scirpoides,Scirpoides.holoschoenus,28953,0.431897504
Poaceae,Brachypodium,Brachypodium.distachyon,29258,0.135551309
Poaceae,Brachypodium,Brachypodium.distachyon,29258,0.135551309
Orchidaceae,Ophrys,Ophrys.scolopax,29378,0.534974299
Lytheraceae,Lythrum,Lythrum.junceum,29693,0.256067512
Lythraceae,Lythrum,Lythrum.junceum,29693,0.256067512
Cyperaceae,Eriophorum,Eriophorum.vaginatum,29785,0.36595953
Rubiaceae,Galium,Galium.boreale,29912,0.406551744
Oxalidaceae,Oxalis,Oxalis.stricta,29950,0.295904202
Oxalidaceae,Oxalis,Oxalis.stricta,29950,0.295904202
Oxalidaceae,Oxalis,Oxalis.stricta,29950,0.295904202
Oxalidaceae,Oxalis,Oxalis.stricta,29950,0.295904202
Scrophulariaceae,Verbascum,Verbascum.phoeniceum,30002,0.619765631
Plantaginaceae,Misopates,Misopates.orontium,30066,0.457174837
Scrophulariaceae,Misopates,Misopates.orontium,30066,0.457174837
Thymelaeaceae,Thymelaea,Thymelaea.hirsuta,30224,0.592438338
Orobanchaceae,Melampyrum,Melampyrum.sylvaticum,30356,0.569200432
Asteraceae,Inula,Inula.britannica,30511,0.489080923
Compositae,Inula,Inula.britannica,30511,0.489080923
Fabaceae,Coronilla,Coronilla.minima,30519,0.382153903
Leguminosae,Coronilla,Coronilla.minima,30519,0.382153903
Iridaceae,Sisyrinchium,Sisyrinchium.angustifolium,30550,0.475585048
Iridaceae,Sisyrinchium,Sisyrinchium.angustifolium,30550,0.475585048
Asteraceae,Anacyclus,Anacyclus.radiatus,30582,0.501732436
Compositae,Anacyclus,Anacyclus.radiatus,30582,0.501732436
Amaryllidaceae,Allium,Allium.scorodoprasum,30660,0.494346204
Liliaceae,Allium,Allium.scorodoprasum,30660,0.494346204
Orchidaceae,Orchis,Orchis.simia,30689,0.67318919
Polygalaceae,Polygala,Polygala.calcarea,30769,0.465615818
Asteraceae,Centaurea,Centaurea.nigrescens,30867,0.308045001
Compositae,Centaurea,Centaurea.nigrescens,30867,0.308045001
Geraniaceae,Geranium,Geranium.columbinum,30915,0.418206806
Poaceae,Cynosurus,Cynosurus.cristatus,30964,0.435414397
Polygonaceae,Persicaria,Persicaria.hydropiper,30980,0.456223802
Polygonaceae,Persicaria,Persicaria.hydropiper,30980,0.456223802
Apiaceae,Torilis,Torilis.nodosa,30986,0.371625346
Caryophyllaceae,Silene,Silene.noctiflora,31132,0.296505565
Poaceae,Brachypodium,Brachypodium.pinnatum,31163,0.168541477
Lamiaceae,Prunella,Prunella.grandiflora,31226,0.536043803
Amaranthaceae,Chenopodium,Chenopodium.ambrosioides,31239,0.452545926
Amaranthaceae,Chenopodium,Chenopodium.ambrosioides,31239,0.452545926
Chenopodiaceae,Chenopodium,Chenopodium.ambrosioides,31239,0.452545926
Amaranthaceae,Dysphania,Chenopodium.ambrosioides,31239,0.452545926
Amaranthaceae,Dysphania,Chenopodium.ambrosioides,31239,0.452545926
Chenopodiaceae,Dysphania,Chenopodium.ambrosioides,31239,0.452545926
Fabaceae,Anthyllis,Anthyllis.montana,31251,0.60265083
Leguminosae,Anthyllis,Anthyllis.montana,31251,0.60265083
Clusiaceae,Hypericum,Hypericum.humifusum,31359,0.347658203
Hypericaceae,Hypericum,Hypericum.humifusum,31359,0.347658203
Convolvulaceae,Cuscuta,Cuscuta.epithymum,31406,0.41672917
Cuscutaceae,Cuscuta,Cuscuta.epithymum,31406,0.41672917
Ranunculaceae,Thalictrum,Thalictrum.minus,31538,0.373245268
Fabaceae,Trifolium,Trifolium.subterraneum,31769,0.317999615
Leguminosae,Trifolium,Trifolium.subterraneum,31769,0.317999615
Papilionaceae,Trifolium,Trifolium.subterraneum,31769,0.317999615
Asparagaceae,Asparagus,Asparagus.albus,31827,0.424282011
Euphorbiaceae,Euphorbia,Euphorbia.nicaeensis,31929,0.484206448
Primulaceae,Soldanella,Soldanella.alpina,32027,0.793640574
Fabaceae,Ononis,Ononis.natrix,32088,0.57222672
Leguminosae,Ononis,Ononis.natrix,32088,0.57222672
Papilionaceae,Ononis,Ononis.natrix,32088,0.57222672
Brassicaceae,Barbarea,Barbarea.vulgaris,32101,0.463886844
Apocynaceae,Vinca,Vinca.herbacea,32199,0.731955907
Ranunculaceae,Ranunculus,Ranunculus.sardous,32357,0.296414153
Asteraceae,Crepis,Crepis.rubra,32395,0.450286892
Compositae,Crepis,Crepis.rubra,32395,0.450286892
Asteraceae,Phagnalon,Phagnalon.saxatile,32883,0.38258699
Compositae,Phagnalon,Phagnalon.saxatile,32883,0.38258699
Asteraceae,Carlina,Carlina.acanthifolia,33196,0.586538129
Compositae,Carlina,Carlina.acanthifolia,33196,0.586538129
Orchidaceae,Epipactis,Epipactis.atrorubens,33277,0.715204533
Lamiaceae,Galeopsis,Galeopsis.speciosa,33580,0.827714635
Fabaceae,Trifolium,Trifolium.resupinatum,33657,0.607368747
Leguminosae,Trifolium,Trifolium.resupinatum,33657,0.607368747
Papilionaceae,Trifolium,Trifolium.resupinatum,33657,0.607368747
Poaceae,Polypogon,Polypogon.monspeliensis,33760,0.399561669
Caryophyllaceae,Moehringia,Moehringia.trinervia,33844,0.388163542
Orobanchaceae,Melampyrum,Melampyrum.nemorosum,33911,0.482677019
Brassicaceae,Sisymbrium,Sisymbrium.austriacum,33929,0.376968667
Asteraceae,Urospermum,Urospermum.picroides,33954,0.307539666
Compositae,Urospermum,Urospermum.picroides,33954,0.307539666
Polygonaceae,Persicaria,Polygonum.lapathifolium,34028,0.282040199
Polygonaceae,Persicaria,Polygonum.lapathifolium,34028,0.282040199
Polygonaceae,Polygonum,Polygonum.lapathifolium,34028,0.282040199
Brassicaceae,Arabis,Arabis.hirsuta,34037,0.285854312
Violaceae,Viola,Viola.lutea,34201,0.541683698
Brassicaceae,Erophila,Erophila.verna,34243,0.321487517
Lamiaceae,Stachys,Stachys.germanica,34255,0.397553106
Lamiaceae,Stachys,Stachys.germanica,34255,0.397553106
Orchidaceae,Platanthera,Platanthera.chlorantha,34888,0.618334119
Caryophyllaceae,Myosoton,Myosoton.aquaticum,34898,0.595142857
Caryophyllaceae,Myosoton,Myosoton.aquaticum,34898,0.595142857
Asteraceae,Achillea,Achillea.setacea,35229,0.308927439
Compositae,Achillea,Achillea.setacea,35229,0.308927439
Lamiaceae,Prunella,Prunella.grandiflora,35341,0.575937833
Asteraceae,Inula,Inula.salicina,35605,0.48944727
Compositae,Inula,Inula.salicina,35605,0.48944727
Plantaginaceae,Globularia,Globularia.cordifolia,35746,0.594322366
Linaceae,Linum,Linum.suffruticosum,35776,0.606309925
Poaceae,Trisetum,Trisetum.flavescens,36184,0.322108882
Cucurbitaceae,Bryonia,Bryonia.alba,36320,0.464343379
Caprifoliaceae,Knautia,Knautia.maxima,36335,0.397335796
Caprifoliaceae,Knautia,Knautia.maxima,36335,0.397335796
Asteraceae,Hyoseris,Hyoseris.radiata,36380,0.404758913
Compositae,Hyoseris,Hyoseris.radiata,36380,0.404758913
Polygonaceae,Persicaria,Persicaria.amphibia,36469,0.32579318
Asteraceae,Hieracium,Hieracium.umbellatum,36556,0.320231595
Compositae,Hieracium,Hieracium.umbellatum,36556,0.320231595
Aspleniaceae,Cystopteris,Cystopteris.fragilis,36642,0.384037362
Cystopteridaceae,Cystopteris,Cystopteris.fragilis,36642,0.384037362
Dryopteridaceae,Cystopteris,Cystopteris.fragilis,36642,0.384037362
Woodsiaceae,Cystopteris,Cystopteris.fragilis,36642,0.384037362
Poaceae,Brachypodium,Brachypodium.retusum,36850,0.239036585
Caryophyllaceae,Stellaria,Stellaria.nemorum,36976,0.594615909
Caryophyllaceae,Silene,Silene.gallica,37004,0.370291649
Apiaceae,Tordylium,Tordylium.apulum,37590,0.605060293
Fabaceae,Medicago,Medicago.falcata,37606,0.571017329
Leguminosae,Medicago,Medicago.falcata,37606,0.571017329
Papilionaceae,Medicago,Medicago.falcata,37606,0.571017329
Gentianaceae,Blackstonia,Blackstonia.perfoliata,37718,0.630950017
Asteraceae,Carlina,Carlina.vulgaris,37826,0.508828963
Compositae,Carlina,Carlina.vulgaris,37826,0.508828963
Asteraceae,Leontodon,Leontodon.saxatilis,37883,0.251129927
Compositae,Leontodon,Leontodon.saxatilis,37883,0.251129927
Lythraceae,Lythrum,Lythrum.virgatum,38008,0.558557996
Ranunculaceae,Ranunculus,Ranunculus.montanus,38054,0.344017824
Primulaceae,Lysimachia,Lysimachia.nemorum,38076,0.662374889
Fagaceae,Quercus,Quercus.frainetto,38161,0.41327029
Asteraceae,Antennaria,Antennaria.dioica,38284,0.537317058
Asteraceae,Antennaria,Antennaria.dioica,38284,0.537317058
Compositae,Antennaria,Antennaria.dioica,38284,0.537317058
Gentianaceae,Gentiana,Gentiana.cruciata,38655,0.600380876
Poaceae,Schedonorus,Schedonorus.arundinaceus,38746,0.311626561
Poaceae,Schedonorus,Schedonorus.arundinaceus,38746,0.311626561
Orobanchaceae,Odontites,Odontites.vernus,38882,0.687290046
Scrophulariaceae,Odontites,Odontites.vernus,38882,0.687290046
Caryophyllaceae,Silene,Silene.italica,38939,0.378280944
Fabaceae,Lupinus,Lupinus.albus,39012,0.524490327
Leguminosae,Lupinus,Lupinus.albus,39012,0.524490327
Papilionaceae,Lupinus,Lupinus.albus,39012,0.524490327
Onagraceae,Oenothera,Oenothera.rosea,39042,0.495579759
Rubiaceae,Theligonum,Theligonum.cynocrambe,39228,0.230948466
Theligonaceae,Theligonum,Theligonum.cynocrambe,39228,0.230948466
